ParentID,ParentSMILES,FragmentSMILES,MetaText
Midostaurin,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,[1*]C([6*])=O,<INDICATION=Acute Myeloid Leukemia (AML); Malignant mast cell neoplasm; Systemic mastocytosis with associated hematological neoplasm> <TARGET=NTRK3; NPM1; PDGFRA; FLT3; STK32B; JAK3; IL6; IDH2; PRKCQ; KDR; PRKCE; DPYS; JAK2; FGFR3; LATS2; PRKCB; CBL; PRKCH; CTSV; PRKCA; PDGFRB; IL2; PIK3CA; PRKD1; FGFR1; JAK1; PRKCI; PIK3CB; TNF; PRKCG; PRKCD; PRKD3; KIT; PRKCZ; HSPA4; YES1>
Midostaurin,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,[16*]c1ccccc1,<INDICATION=Acute Myeloid Leukemia (AML); Malignant mast cell neoplasm; Systemic mastocytosis with associated hematological neoplasm> <TARGET=NTRK3; NPM1; PDGFRA; FLT3; STK32B; JAK3; IL6; IDH2; PRKCQ; KDR; PRKCE; DPYS; JAK2; FGFR3; LATS2; PRKCB; CBL; PRKCH; CTSV; PRKCA; PDGFRB; IL2; PIK3CA; PRKD1; FGFR1; JAK1; PRKCI; PIK3CB; TNF; PRKCG; PRKCD; PRKD3; KIT; PRKCZ; HSPA4; YES1>
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[1*]C(=O)CCCCCCCCCCCCCCC,"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[3*]O[3*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[4*]CC([4*])C[4*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[3*]OP(=O)([O-])O[3*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[4*]CC[4*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[5*]N[5*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[1*]C(=O)C([4*])C,"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[5*]N[5*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[1*]C(=O)CCC([4*])C(N)=O,"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[5*]N[5*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[1*]C(=O)C([4*])C,"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[5*]N[5*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[1*]C(=O)C([4*])C,"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[3*]O[3*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[4*]C(C=O)C([4*])C(O)C(O)CO,"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[5*]N[5*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[1*]C(C)=O,"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[3*]O[3*],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[1*]C(=O)CCCCCCCCCCCCCCC,"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],O,"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],[Na+],"<INDICATION=High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma> <TARGET=NOD2>"
Mirvetuximab Soravtansine,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCC(C)(C)SSCCC(C(N)=O)S(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,[3*]OC,"<INDICATION=Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer> <TARGET=HOXB2>"
Mirvetuximab Soravtansine,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCC(C)(C)SSCCC(C(N)=O)S(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,[15*]C1C=CC=C(C)Cc2cc([16*])c(Cl)c(c2)N(C)C(=O)CC([15*])C2(C)OC2C(C)C2CC1(O)NC(=O)O2,"<INDICATION=Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer> <TARGET=HOXB2>"
Mirvetuximab Soravtansine,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCC(C)(C)SSCCC(C(N)=O)S(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,[3*]O[3*],"<INDICATION=Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer> <TARGET=HOXB2>"
Mirvetuximab Soravtansine,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCC(C)(C)SSCCC(C(N)=O)S(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,[1*]C(=O)C([4*])C,"<INDICATION=Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer> <TARGET=HOXB2>"
Mirvetuximab Soravtansine,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCC(C)(C)SSCCC(C(N)=O)S(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,[5*]N([5*])C,"<INDICATION=Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer> <TARGET=HOXB2>"
Mirvetuximab Soravtansine,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCC(C)(C)SSCCC(C(N)=O)S(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,[1*]C(=O)CCC([4*])(C)C,"<INDICATION=Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer> <TARGET=HOXB2>"
Mirvetuximab Soravtansine,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCC(C)(C)SSCCC(C(N)=O)S(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,[11*]SS[11*],"<INDICATION=Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer> <TARGET=HOXB2>"
Mirvetuximab Soravtansine,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCC(C)(C)SSCCC(C(N)=O)S(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,[4*]CCC(C(N)=O)S(=O)(=O)O,"<INDICATION=Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer> <TARGET=HOXB2>"
Mirvetuximab Soravtansine,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(=O)CCC(C)(C)SSCCC(C(N)=O)S(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,[3*]OC,"<INDICATION=Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer> <TARGET=HOXB2>"
Mitomycin,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,[3*]OC,"<INDICATION=Adenocarcinoma of the Pancreas; Adenocarcinoma of the Stomach; Breast Cancer; Cancer, Anal; Cancer, Bladder; Cervical Cancers; Head and Neck Carcinoma; Mesothelioma; Non-Small Cell Lung Carcinoma (NSCLC); Low-grade Upper Tract Urothelial Cancer (LG-UTUC)> <TARGET=IL1A; PALB2; LGALS2; DHFR; XDH; BRCA1; CYP3A4; CYP1A2; TP53; CYP2C19; AR; CGB5; KRT18; TYMS; VWF; CYP7B1; BGLAP; FANCC; ABCB4; CYP2C9; TAT; MAPK10; CYP2D6; ABCB1>"
Mitomycin,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,[15*]C1C2=C(C(=O)C(C)=C(N)C2=O)N2CC3NC3C12[15*],"<INDICATION=Adenocarcinoma of the Pancreas; Adenocarcinoma of the Stomach; Breast Cancer; Cancer, Anal; Cancer, Bladder; Cervical Cancers; Head and Neck Carcinoma; Mesothelioma; Non-Small Cell Lung Carcinoma (NSCLC); Low-grade Upper Tract Urothelial Cancer (LG-UTUC)> <TARGET=IL1A; PALB2; LGALS2; DHFR; XDH; BRCA1; CYP3A4; CYP1A2; TP53; CYP2C19; AR; CGB5; KRT18; TYMS; VWF; CYP7B1; BGLAP; FANCC; ABCB4; CYP2C9; TAT; MAPK10; CYP2D6; ABCB1>"
Mitomycin,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,[4*]C[8*],"<INDICATION=Adenocarcinoma of the Pancreas; Adenocarcinoma of the Stomach; Breast Cancer; Cancer, Anal; Cancer, Bladder; Cervical Cancers; Head and Neck Carcinoma; Mesothelioma; Non-Small Cell Lung Carcinoma (NSCLC); Low-grade Upper Tract Urothelial Cancer (LG-UTUC)> <TARGET=IL1A; PALB2; LGALS2; DHFR; XDH; BRCA1; CYP3A4; CYP1A2; TP53; CYP2C19; AR; CGB5; KRT18; TYMS; VWF; CYP7B1; BGLAP; FANCC; ABCB4; CYP2C9; TAT; MAPK10; CYP2D6; ABCB1>"
Mitomycin,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,[3*]O[3*],"<INDICATION=Adenocarcinoma of the Pancreas; Adenocarcinoma of the Stomach; Breast Cancer; Cancer, Anal; Cancer, Bladder; Cervical Cancers; Head and Neck Carcinoma; Mesothelioma; Non-Small Cell Lung Carcinoma (NSCLC); Low-grade Upper Tract Urothelial Cancer (LG-UTUC)> <TARGET=IL1A; PALB2; LGALS2; DHFR; XDH; BRCA1; CYP3A4; CYP1A2; TP53; CYP2C19; AR; CGB5; KRT18; TYMS; VWF; CYP7B1; BGLAP; FANCC; ABCB4; CYP2C9; TAT; MAPK10; CYP2D6; ABCB1>"
Mitomycin,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,[1*]C(N)=O,"<INDICATION=Adenocarcinoma of the Pancreas; Adenocarcinoma of the Stomach; Breast Cancer; Cancer, Anal; Cancer, Bladder; Cervical Cancers; Head and Neck Carcinoma; Mesothelioma; Non-Small Cell Lung Carcinoma (NSCLC); Low-grade Upper Tract Urothelial Cancer (LG-UTUC)> <TARGET=IL1A; PALB2; LGALS2; DHFR; XDH; BRCA1; CYP3A4; CYP1A2; TP53; CYP2C19; AR; CGB5; KRT18; TYMS; VWF; CYP7B1; BGLAP; FANCC; ABCB4; CYP2C9; TAT; MAPK10; CYP2D6; ABCB1>"
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[16*]c1ccc([16*])c2c1C(=O)c1c(O)ccc(O)c1C2=O,"<INDICATION=Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin's Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma> <TARGET=UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1>"
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[5*]N[5*],"<INDICATION=Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin's Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma> <TARGET=UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1>"
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[4*]CC[4*],"<INDICATION=Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin's Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma> <TARGET=UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1>"
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[5*]N[5*],"<INDICATION=Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin's Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma> <TARGET=UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1>"
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[4*]CCO,"<INDICATION=Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin's Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma> <TARGET=UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1>"
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[5*]N[5*],"<INDICATION=Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin's Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma> <TARGET=UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1>"
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[4*]CC[4*],"<INDICATION=Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin's Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma> <TARGET=UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1>"
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[5*]N[5*],"<INDICATION=Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin's Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma> <TARGET=UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1>"
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[4*]CCO,"<INDICATION=Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin's Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma> <TARGET=UGT1A5; ATAD5; C10orf67; WRN; BRCA1; EHMT2; BLM; DCK; RACGAP1; SLCO1B1; TOP2A; POLH; MAPK1; KDM4A; RPSA; POLI; POLK; ABCG2; RECQL; YES1; MPHOSPH8; ABCB1; HTT; DNMT1; GBX2; TP53; PIM1; FEN1; NSD2; RGS4; BAX; ARSA; NFKB1; ATXN2; RAD52; CBX1; THPO; MECP2; SMAD3; CYP3A4; GALNT14; BCL2; FLT3; MBNL1>"
