Product,EMA,FDA,EN,Other,WHO,Year,Generic,DrugBank ID,ATC,ChEMBL,Indications,Targets,Last Update,SMILES,MolWeight,LogP,NumHDonors,NumHAcceptors,SMILES_cleaned,MetaText
Infigratinib,N,Y,N,,N,2021.0,N,DB11886,L01EN03,CHEMBL1852688,"Unresectable, locally advanced Cholangiocarcinomas, Unresectable, metastatic Cholangiocarcinomas",FGFR1; KIT; FGFR3; FGFR4; PIK3R2; PIK3R4; NRAS; DRD2; FGFR2; PIK3C2G; MTOR; SLC26A3; PIK3CB; PIK3CG; PIK3R6; DPYSL2; PIK3CD; PTEN; PIK3C2B; PIK3C3; DR1; PIK3R1; PIK3CA; PIK3R3; PIK3R5; PIK3C2A; DPYSL3,2024-07-24,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,560.4860000000003,5.3544000000000045,2,8,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,"<INDICATION=Unresectable, locally advanced Cholangiocarcinomas, Unresectable, metastatic Cholangiocarcinomas> <TARGET=FGFR1; KIT; FGFR3; FGFR4; PIK3R2; PIK3R4; NRAS; DRD2; FGFR2; PIK3C2G; MTOR; SLC26A3; PIK3CB; PIK3CG; PIK3R6; DPYSL2; PIK3CD; PTEN; PIK3C2B; PIK3C3; DR1; PIK3R1; PIK3CA; PIK3R3; PIK3R5; PIK3C2A; DPYSL3>"
Interferon Alfa-2b,Y,Y,N,,N,1986.0,N,DB00105,L03AB05,CHEMBL1201558,"Hairy Cell Leukemia (HCL); Kaposi's sarcoma; Melanoma, Malignant",IFNAR1; IFNAR2; ITPA; IL18; TGFB1; IL6; IFNL4; IFNG; IFNA2; TP53; FTO; CSF2; EIF2AK2; BAX,2024-07-24,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.C(S(=O)(=O)[O-])(I)I.[Na+],746.5520000000001,2.2916000000000007,0,7,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1.O=S(=O)([O-])C(I)I.[Na+],"<INDICATION=Hairy Cell Leukemia (HCL); Kaposi's sarcoma; Melanoma, Malignant> <TARGET=IFNAR1; IFNAR2; ITPA; IL18; TGFB1; IL6; IFNL4; IFNG; IFNA2; TP53; FTO; CSF2; EIF2AK2; BAX>"
Iobenguane I-131,N,Y,N,,N,1994.0,N,DB06704,V09IX01; V09IX02; V10XA02,CHEMBL1615779,"Metastatic Pheochromocytoma; Metastatic Neuroblastoma; Primary Neuroblastomas; Primary Pheochromocytomas; Unresectable, locally advanced iobenguane-scan positive Paraganglioma; Unresectable, locally advanced iobenguane-scan positive Pheochromocytomas; Unresectable, metastatic iobenguane-scan positive Paraganglioma; Unresectable, metastatic iobenguane-scan positive Pheochromocytomas",SLC6A2; TH,2024-07-24,C1=CC(=CC(=C1)I)CN=C(N)N,275.093,1.0646000000000002,2,1,NC(N)=NCc1cccc(I)c1,"<INDICATION=Metastatic Pheochromocytoma; Metastatic Neuroblastoma; Primary Neuroblastomas; Primary Pheochromocytomas; Unresectable, locally advanced iobenguane-scan positive Paraganglioma; Unresectable, locally advanced iobenguane-scan positive Pheochromocytomas; Unresectable, metastatic iobenguane-scan positive Paraganglioma; Unresectable, metastatic iobenguane-scan positive Pheochromocytomas> <TARGET=SLC6A2; TH>"
Irinotecan,N,Y,Y,,Y,1996.0,Y,DB00762,L01CE02,CHEMBL481,"Esophageal Cancers; Ewing's Sarcoma; Glioblastomas; Malignant Neoplasm of Pancreas; Malignant Neoplasm of Stomach; Metastatic Colorectal Carcinoma; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Recurrent, IV-B Cervical cancer; Recurrent, metastatic Colorectal carcinoma; Refractory, metastatic Pancreatic adenocarcinoma",RALBP1; AREG; E2F1; NRAS; UGT1A10; MAPK10; BCHE; TGFB1; TYMSOS; TOP1; BRAF; UGT1A1; ABCC4; KRAS; SYNE3; UGT1A; PIN1; SLCO1B3; AR; CES2; TYMS; ABCG1; CSPG4; ERBB2; SEMA3C; NAT2; XRCC3; TOP1MT; TP53; PIK3CA; RUNX3; GSTM1; CES1; ABCC5; ATM; GSTP1; ABCC1; HSD17B10; FGFR3; MGMT; KLC1; SHMT1; MTHFR; RAD50; UGT1A8; TDP1; DKK1; PDGFRB; RGS5; C8orf34; KCNQ5; BIRC5; UBE2I; ISG15; ALK; PLCB1; PDZRN3; SLC19A1; CDKN1A; TGFBR2; DCBLD1; MAP2K1; CD274,2024-07-24,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,586.689,4.0911000000000035,1,9,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,"<INDICATION=Esophageal Cancers; Ewing's Sarcoma; Glioblastomas; Malignant Neoplasm of Pancreas; Malignant Neoplasm of Stomach; Metastatic Colorectal Carcinoma; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Recurrent, IV-B Cervical cancer; Recurrent, metastatic Colorectal carcinoma; Refractory, metastatic Pancreatic adenocarcinoma> <TARGET=RALBP1; AREG; E2F1; NRAS; UGT1A10; MAPK10; BCHE; TGFB1; TYMSOS; TOP1; BRAF; UGT1A1; ABCC4; KRAS; SYNE3; UGT1A; PIN1; SLCO1B3; AR; CES2; TYMS; ABCG1; CSPG4; ERBB2; SEMA3C; NAT2; XRCC3; TOP1MT; TP53; PIK3CA; RUNX3; GSTM1; CES1; ABCC5; ATM; GSTP1; ABCC1; HSD17B10; FGFR3; MGMT; KLC1; SHMT1; MTHFR; RAD50; UGT1A8; TDP1; DKK1; PDGFRB; RGS5; C8orf34; KCNQ5; BIRC5; UBE2I; ISG15; ALK; PLCB1; PDZRN3; SLC19A1; CDKN1A; TGFBR2; DCBLD1; MAP2K1; CD274>"
Ivosidenib,Y,Y,N,,N,2018.0,N,DB14568,L01XX62,CHEMBL3989958,"Newly diagnosed, refractory or relapsed Acute Myeloid Leukemia; Relapsed or refractory Myelodysplastic Syndromes with IDH1 mutation; Locally Advanced or Metastatic Cholangiocarcinoma with IDH1 mutation",IDH2; GPX1P2; IDH1,2024-07-24,C1CC(=O)N(C1C(=O)N(C2=CC(=CN=C2)F)C(C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N,582.9700000000001,4.324580000000003,1,6,N#Cc1ccnc(N2C(=O)CCC2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,"<INDICATION=Newly diagnosed, refractory or relapsed Acute Myeloid Leukemia; Relapsed or refractory Myelodysplastic Syndromes with IDH1 mutation; Locally Advanced or Metastatic Cholangiocarcinoma with IDH1 mutation> <TARGET=IDH2; GPX1P2; IDH1>"
Ixabepilone,N,Y,N,,N,2007.0,N,DB04845,L01DC04,CHEMBL1201752,Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer,ESR1; TUBB; ERBB2; TUBA1C; TUBB2B; TUBA3C; TUBB1; TUBA4A; PGR; TUBB8; TUBA1B; TUBB3; TUBA1A; TUBB2A; ESR2; CYP3A4; TUBA3E; TUBB4B; TUBB4A; TUBB6; TUB; GCF1,2024-07-24,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,506.70900000000023,4.050520000000002,3,7,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,<INDICATION=Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer> <TARGET=ESR1; TUBB; ERBB2; TUBA1C; TUBB2B; TUBA3C; TUBB1; TUBA4A; PGR; TUBB8; TUBA1B; TUBB3; TUBA1A; TUBB2A; ESR2; CYP3A4; TUBA3E; TUBB4B; TUBB4A; TUBB6; TUB; GCF1>
Ixazomib,Y,Y,N,,N,2015.0,N,DB09570,L01XG03,CHEMBL2141296,Multiple Myeloma (MM),PSMD6; PSMC3; PSMD13; PSMB4; PSMA4; PSMB7; PSMC6; PSMA3; PSMD3; PSMB2; PSMA1; FRA6F; PSMD2; SEM1; ADRM1; PSMB3; PSMD4; PSMA2; PSMA5; PSMD8; TP53; PSMB10; PSMB5; PSMA7; PSMD14; PSMC1; PSMC5; PSMD12; PSMA8; PSMD1; ALK; EML4; PSMB6; PSMB8; PSMC2; PSMD11; PSMB1; PSMC4; PSMA6; PSMD7; PSMB11; PSMB9,2024-07-24,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,361.034,1.2660999999999996,4,4,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,<INDICATION=Multiple Myeloma (MM)> <TARGET=PSMD6; PSMC3; PSMD13; PSMB4; PSMA4; PSMB7; PSMC6; PSMA3; PSMD3; PSMB2; PSMA1; FRA6F; PSMD2; SEM1; ADRM1; PSMB3; PSMD4; PSMA2; PSMA5; PSMD8; TP53; PSMB10; PSMB5; PSMA7; PSMD14; PSMC1; PSMC5; PSMD12; PSMA8; PSMD1; ALK; EML4; PSMB6; PSMB8; PSMC2; PSMD11; PSMB1; PSMC4; PSMA6; PSMD7; PSMB11; PSMB9>
Lanreotide,N,Y,Y,,N,2007.0,Y,DB06791,H01CB03,CHEMBL1201185,"Unresectable, locally advanced enteropancreatic neuroendocrine tumors; Unresectable, locally advanced gastroenteropancreatic neuroendocrine tumors; Unresectable, metastatic enteropancreatic neuroendocrine tumors; Unresectable, metastatic gastroenteropancreatic neuroendocrine tumors",SSTR2; SSTR5; AQP2; EDN1; SSTR1; SHROOM2; FASLG,2024-07-25,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N,1096.347,0.8216000000000119,13,14,CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,"<INDICATION=Unresectable, locally advanced enteropancreatic neuroendocrine tumors; Unresectable, locally advanced gastroenteropancreatic neuroendocrine tumors; Unresectable, metastatic enteropancreatic neuroendocrine tumors; Unresectable, metastatic gastroenteropancreatic neuroendocrine tumors> <TARGET=SSTR2; SSTR5; AQP2; EDN1; SSTR1; SHROOM2; FASLG>"
Lapatinib,Y,Y,N,,N,2007.0,Y,DB01259,L01EH01,CHEMBL554,"Metastatic Breast Cancer; Refractory, advanced Breast cancer; Refractory, metastatic Breast cancer",RET; EN1; EGFR; ERBB3; YES1; PTEN; ESR1; HLA-A; ERBB2; PIK3CA; ERBB4; PGR; ESR2; BRAF; DXO; CYP3A4; EEF2K; CDKN1B; HLA-B; MET; KRAS; HLA-DRB1; CCND1; AURKB; HLA-C; NRG1; BIRC5; CYP3A5; NF2; ABCB11; HLA-DQA1,2024-07-24,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,581.0690000000003,6.139100000000004,2,8,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,"<INDICATION=Metastatic Breast Cancer; Refractory, advanced Breast cancer; Refractory, metastatic Breast cancer> <TARGET=RET; EN1; EGFR; ERBB3; YES1; PTEN; ESR1; HLA-A; ERBB2; PIK3CA; ERBB4; PGR; ESR2; BRAF; DXO; CYP3A4; EEF2K; CDKN1B; HLA-B; MET; KRAS; HLA-DRB1; CCND1; AURKB; HLA-C; NRG1; BIRC5; CYP3A5; NF2; ABCB11; HLA-DQA1>"
Larotrectinib,Y,Y,N,,N,2018.0,N,DB14723,L01EX12,CHEMBL3889654,NTRK1 Fusion Positive; NTRK2 Fusion Positive; NTRK3 Fusion Positive,NTRK1; NTRK3; NTRK2; DRD5P1,2024-07-24,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F,428.4430000000002,2.9475000000000016,2,6,O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)N1CCC(O)C1,<INDICATION=NTRK1 Fusion Positive; NTRK2 Fusion Positive; NTRK3 Fusion Positive> <TARGET=NTRK1; NTRK3; NTRK2; DRD5P1>
Lazertinib,N,Y,N,,N,2024.0,,DB16216,L01EB09,CHEMBL4558324,First-line treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC),EPHB3; DXO; EGFR; DRD2; FDX1,2024-11-28,CN(C)CC1=CN(N=C1C2=CC=CC=C2)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N5CCOCC5)OC,554.6550000000003,4.104200000000002,2,10,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,<INDICATION=First-line treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC)> <TARGET=EPHB3; DXO; EGFR; DRD2; FDX1>
Lenalidomide,Y,Y,N,,Y,2005.0,Y,DB00480,L04AX04,CHEMBL848,Chronic Lymphocytic Leukemia (CLL) - Refractory; Follicular Lymphoma (FL); Mantle Cell Lymphoma (MCL); Marginal Zone Lymphoma (MZL); Multiple Myeloma (MM); Myelodysplastic Syndrome; Refractory Diffuse Large B Cell Lymphoma,TNFSF11; RBX1; VEGFC; VEGFB; CUL4A; DDB1; KDR; TP53; TNF; CTNNB1; VEGFA; CRBN; FGF2,2024-07-25,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,259.265,0.0297999999999994,2,4,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,<INDICATION=Chronic Lymphocytic Leukemia (CLL) - Refractory; Follicular Lymphoma (FL); Mantle Cell Lymphoma (MCL); Marginal Zone Lymphoma (MZL); Multiple Myeloma (MM); Myelodysplastic Syndrome; Refractory Diffuse Large B Cell Lymphoma> <TARGET=TNFSF11; RBX1; VEGFC; VEGFB; CUL4A; DDB1; KDR; TP53; TNF; CTNNB1; VEGFA; CRBN; FGF2>
Lenvatinib,Y,Y,N,,N,2015.0,N,DB09078,L01EX08,CHEMBL1289601,Advanced Renal Cell Carcinoma; Locally recurrent radioactive iodine-refractory Thyroid cancer; Metastatic radioactive iodine-refractory Thyroid cancer; Progressive radioactive iodine-refractory Thyroid cancer,DRD2; PDGFRB; FLT4; RET; FGFR1; FLT1; KDR; FGFR2; KIT; YES1; PDGFRA; NRAS; CYP3A5; CYP3A4; CYP3A; ABCG2; BRAF; DRD3,2024-07-24,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,426.8600000000001,4.071900000000001,3,5,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,<INDICATION=Advanced Renal Cell Carcinoma; Locally recurrent radioactive iodine-refractory Thyroid cancer; Metastatic radioactive iodine-refractory Thyroid cancer; Progressive radioactive iodine-refractory Thyroid cancer> <TARGET=DRD2; PDGFRB; FLT4; RET; FGFR1; FLT1; KDR; FGFR2; KIT; YES1; PDGFRA; NRAS; CYP3A5; CYP3A4; CYP3A; ABCG2; BRAF; DRD3>
Letrozole,N,Y,Y,,N,1997.0,Y,DB01006,L02BG04,CHEMBL1444,Advanced Breast Cancer; Early Breast Cancer; Ovarian Epithelial Cancer; Advanced HR + HER2 - breast cancer; Metastatic HR + HER2 - breast cancer,CDKN2A; CTNNB1; PGR; ESR1; CYP2A6; SFTPA1; PIK3CA; CPD; RB1; CCDC148; CYP1B1; PTEN; MMP2; CYP3A4; KIT; CYP19A1; ERBB2; ZNF613,2024-07-25,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,285.31,2.659160000000001,0,5,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,<INDICATION=Advanced Breast Cancer; Early Breast Cancer; Ovarian Epithelial Cancer; Advanced HR + HER2 - breast cancer; Metastatic HR + HER2 - breast cancer> <TARGET=CDKN2A; CTNNB1; PGR; ESR1; CYP2A6; SFTPA1; PIK3CA; CPD; RB1; CCDC148; CYP1B1; PTEN; MMP2; CYP3A4; KIT; CYP19A1; ERBB2; ZNF613>
Leuprolide,N,Y,N,,N,1985.0,Y,DB00007,L02AE51; L02AE02,CHEMBL1201199,Advanced Prostate Cancer,CYP2C19; CYP2C9; SMAD3; MMP1; GNRHR; CYP2D6; GNRH1; CYP1A2; AR; CYP3A4,2024-07-24,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,1209.4210000000005,-1.438100000000009,15,14,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,<INDICATION=Advanced Prostate Cancer> <TARGET=CYP2C19; CYP2C9; SMAD3; MMP1; GNRHR; CYP2D6; GNRH1; CYP1A2; AR; CYP3A4>
Lomustine,N,Y,Y,,N,1976.0,N,DB01206,L01AD02,CHEMBL514,Primary Brain Tumors; Refractory Hodgkin Lymphoma; Tumors Metastatic to Brain,IDH1; MGMT; ADK; EGFR,2024-07-24,C1CCC(CC1)NC(=O)N(CCCl)N=O,233.699,2.250900000000001,1,3,O=NN(CCCl)C(=O)NC1CCCCC1,<INDICATION=Primary Brain Tumors; Refractory Hodgkin Lymphoma; Tumors Metastatic to Brain> <TARGET=IDH1; MGMT; ADK; EGFR>
Lorlatinib,Y,Y,N,,N,2018.0,N,DB12130,L01ED05,CHEMBL3286830,"Progressive, metastatic Anaplastic lymphoma kinase-positive Metastatic Non-Small Cell Lung Cancer",EML4; ROS1; FGFR1; ENO1; ALK; PIK3CA; NRAS; HRAS; RB1; TP53; BRAF; DTX1; HBEGF,2024-07-24,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,406.4210000000001,2.8006800000000016,1,7,CC1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,"<INDICATION=Progressive, metastatic Anaplastic lymphoma kinase-positive Metastatic Non-Small Cell Lung Cancer> <TARGET=EML4; ROS1; FGFR1; ENO1; ALK; PIK3CA; NRAS; HRAS; RB1; TP53; BRAF; DTX1; HBEGF>"
Lurbinectedin,N,Y,N,,N,2020.0,N,DB12674,L01XX69,CHEMBL4297516,Metastatic Small Cell Lung Cancer,,2020-09-17,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O,784.8880000000003,4.188940000000003,4,14,COc1ccc2[nH]c3c(c2c1)CCNC31CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,<INDICATION=Metastatic Small Cell Lung Cancer> <TARGET=nan>
Mechlorethamine,Y,Y,N,,N,1949.0,N,DB00888,L01AA05,CHEMBL427,"Carcinoma, Bronchogenic; Chronic Lymphocytic Leukaemia (CLL); Hodgkins Disease (HD); Lymphoma, Diffuse; Mycosis Fungoides (MF); Polycythemia Vera (PV); Stage I Mycosis Fungoides; Malignant effusion",MMP2; GSR; GSTP1; CXCR2; NOS1; BAX; ERBB2; MT-CO1; XRCC1; TSHB; CSF2,2024-07-24,CN(CCCl)CCCl,156.056,1.3958,0,1,CN(CCCl)CCCl,"<INDICATION=Carcinoma, Bronchogenic; Chronic Lymphocytic Leukaemia (CLL); Hodgkins Disease (HD); Lymphoma, Diffuse; Mycosis Fungoides (MF); Polycythemia Vera (PV); Stage I Mycosis Fungoides; Malignant effusion> <TARGET=MMP2; GSR; GSTP1; CXCR2; NOS1; BAX; ERBB2; MT-CO1; XRCC1; TSHB; CSF2>"
Medroxyprogesterone,N,Y,Y,,N,1959.0,Y,DB00603,G03DA02; G03AC06; L02AB02,CHEMBL717,Metastatic Renal Cell Carcinoma; Metastatic Endometrial carcinoma,BAX; PGR; VDR; MMP1; CYP1B1; ESR1; CYP3A5,2024-07-24,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,344.4950000000001,4.084400000000003,1,3,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,<INDICATION=Metastatic Renal Cell Carcinoma; Metastatic Endometrial carcinoma> <TARGET=BAX; PGR; VDR; MMP1; CYP1B1; ESR1; CYP3A5>
Megestrol Acetate,N,Y,Y,,N,1971.0,Y,DB00351,G03DB02; G03AC05; L02AB01,CHEMBL1201139,Advanced Breast Cancer; Advanced Endometrial Cancer,ESR1; ABCB1; AR; PGR; IL2RA; KLK3; NPSR1; IL15; NFE2L2,2024-07-25,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,384.5160000000002,4.575300000000004,0,4,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,<INDICATION=Advanced Breast Cancer; Advanced Endometrial Cancer> <TARGET=ESR1; ABCB1; AR; PGR; IL2RA; KLK3; NPSR1; IL15; NFE2L2>
Melphalan,N,Y,Y,,Y,1964.0,Y,DB01042,L01AA03,CHEMBL852,Multiple Myeloma (MM); Ovarian Epithelial Cancer; Severe Hodgkin Lymphoma,CTLA4; ABCB1; IFNG; MGMT; RORC; POLR1G; ABL1; SLC7A5; FANCC; NFE2L2; OPLAH; ABCC1; CDKN1A; CDK12; CYP3A4; NR1H4; GSTP1; AR; EHMT2; PLAT; TP53,2024-07-25,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,305.2049999999999,1.925,2,3,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,<INDICATION=Multiple Myeloma (MM); Ovarian Epithelial Cancer; Severe Hodgkin Lymphoma> <TARGET=CTLA4; ABCB1; IFNG; MGMT; RORC; POLR1G; ABL1; SLC7A5; FANCC; NFE2L2; OPLAH; ABCC1; CDKN1A; CDK12; CYP3A4; NR1H4; GSTP1; AR; EHMT2; PLAT; TP53>
Melphalan Flufenamide,Y,Y,N,,N,2021.0,N,DB16627,L01AA10,CHEMBL4303060,Relapsed Or Refractory Multiple Myeloma,CTLA4; ABCB1; IFNG; MGMT; RORC; POLR1G; ABL1; SLC7A5; FANCC; NFE2L2; OPLAH; ABCC1; CDKN1A; CDK12; CYP3A4; NR1H4; GSTP1; AR; EHMT2; PLAT; TP53,2024-07-24,CCOC(=O)C(CC1=CC=C(C=C1)F)NC(=O)C(CC2=CC=C(C=C2)N(CCCl)CCCl)N,498.4260000000003,3.270100000000001,2,5,CCOC(=O)C(Cc1ccc(F)cc1)NC(=O)C(N)Cc1ccc(N(CCCl)CCCl)cc1,<INDICATION=Relapsed Or Refractory Multiple Myeloma> <TARGET=CTLA4; ABCB1; IFNG; MGMT; RORC; POLR1G; ABL1; SLC7A5; FANCC; NFE2L2; OPLAH; ABCC1; CDKN1A; CDK12; CYP3A4; NR1H4; GSTP1; AR; EHMT2; PLAT; TP53>
Mercaptopurine,Y,Y,N,,Y,1953.0,Y,DB01033,L01BB02,CHEMBL1425,"Acute Lymphoblastic Leukaemias (ALL); Acute Promyelocytic Leukemia (APL); Lymphoma, Lymphoblastic",IDH1; KDM4A; BAZ2B,2024-07-24,C1=NC2=C(N1)C(=S)N=CN2,152.18200000000002,1.0154899999999998,2,3,S=c1nc[nH]c2nc[nH]c12,"<INDICATION=Acute Lymphoblastic Leukaemias (ALL); Acute Promyelocytic Leukemia (APL); Lymphoma, Lymphoblastic> <TARGET=IDH1; KDM4A; BAZ2B>"
